Client_ID,Age,Gender,Education,Income,Loan_Amount,Loan_Purpose,Credit_Score,Interest_Rate,Loan_Term_Years,Employment_Type,Default_Status
33737,42,Male,Under Graduate,170960,258161,Personal,844,23.79,7,Business,1
33738,52,Male,Post Graduate,141994,370767,Car,785,22.17,3,Business,0
33739,47,Male,Graduate,49725,543490,Personal,810,17.49,15,Salaried,1
33740,22,Male,Post Graduate,110034,715960,Business,518,11.11,7,Salaried,0
33741,53,Female,Graduate,148041,777106,Personal,444,14.48,7,Self-Employed,1
33742,46,Male,Post Graduate,64259,182100,Business,313,25.69,15,Business,0
33743,48,Male,Under Graduate,87500,587866,Personal,711,21.32,10,Self-Employed,0
33744,39,Male,Graduate,82943,1055615,Home,371,25.31,5,Salaried,0
33745,63,Female,Post Graduate,143296,211773,Business,596,25.56,10,Salaried,0
33746,25,Female,Graduate,52678,426967,Personal,492,18.55,15,Self-Employed,0
33747,53,Female,Graduate,47848,1168726,Business,353,16.73,15,Business,1
33748,40,Male,Post Graduate,152416,205106,Business,500,16.59,3,Self-Employed,1
33749,50,Female,Post Graduate,121041,69743,Personal,687,16.88,5,Salaried,1
33750,28,Male,Graduate,63567,1052773,Home,624,26.92,10,Salaried,1
33751,58,Male,Graduate,126325,880957,Personal,540,11.01,15,Business,0
33752,37,Male,Under Graduate,173477,276282,Education,340,11.04,1,Salaried,0
33753,64,Male,Graduate,117114,1162227,Personal,805,15.74,10,Salaried,0
33754,21,Female,Graduate,47973,222316,Education,785,24.04,5,Business,1
33755,23,Female,Under Graduate,41302,346636,Car,514,25.04,10,Business,0
33756,46,Female,Under Graduate,66897,126116,Car,486,24.51,10,Salaried,0
33757,51,Female,Graduate,57173,1064286,Home,685,19.64,5,Business,0
33758,28,Male,Under Graduate,179022,1033678,Home,494,25.15,15,Salaried,0
33759,63,Male,Graduate,57560,147967,Personal,327,11.86,5,Business,0
33760,28,Male,Graduate,89249,712645,Personal,551,19.97,5,Business,0
33761,55,Male,Under Graduate,179396,202057,Business,415,14.57,10,Salaried,0
33762,59,Male,Under Graduate,129846,278545,Home,500,13.46,3,Business,0
33763,48,Female,Graduate,97524,664958,Home,523,9.99,10,Self-Employed,0
33764,24,Female,Graduate,178348,348947,Personal,479,15.3,10,Business,1
33765,36,Male,Graduate,144530,1173212,Business,793,8.7,10,Salaried,0
33766,33,Male,Graduate,31740,694699,Education,373,15.05,5,Business,0
33767,40,Female,Under Graduate,167759,564486,Personal,796,17.5,5,Business,0
33768,25,Female,Post Graduate,135206,88677,Personal,471,15.16,7,Salaried,1
33769,57,Male,Post Graduate,49598,165955,Personal,739,23.42,3,Self-Employed,1
33770,40,Female,Post Graduate,138718,190103,Car,447,13.61,5,Salaried,0
33771,44,Female,Under Graduate,117335,982090,Personal,488,9.5,3,Salaried,1
33772,56,Male,Graduate,108255,597822,Business,820,11.98,3,Salaried,0
33773,54,Male,Post Graduate,134767,130224,Home,580,24.4,15,Business,0
33774,54,Female,Under Graduate,99131,556825,Business,564,20.72,1,Salaried,1
33775,39,Female,Graduate,83915,731659,Car,536,19.55,7,Salaried,0
33776,37,Male,Under Graduate,93830,291629,Personal,696,18.77,5,Salaried,0
33777,25,Female,Post Graduate,143608,1016782,Home,440,22.98,7,Salaried,1
33778,45,Female,Graduate,147117,1077372,Home,514,11.93,15,Self-Employed,0
33779,38,Female,Graduate,85108,1059410,Business,582,12.19,5,Self-Employed,0
33780,28,Male,Post Graduate,55218,628554,Personal,714,10.6,5,Salaried,0
33781,47,Female,Post Graduate,94683,776951,Car,363,14.79,3,Business,0
33782,35,Female,Post Graduate,172370,952987,Home,611,13.48,15,Business,0
33783,33,Male,Graduate,45315,610739,Car,575,26.3,5,Self-Employed,0
33784,36,Male,Post Graduate,53330,217070,Personal,392,8.25,1,Self-Employed,1
33785,42,Female,Graduate,41394,700304,Business,412,17.48,5,Salaried,0
33786,40,Male,Graduate,120003,493106,Business,497,22.61,10,Salaried,1
33787,33,Male,Graduate,108314,388542,Home,368,26.13,7,Salaried,0
33788,40,Female,Post Graduate,127220,977476,Personal,654,27.32,7,Self-Employed,0
33789,22,Male,Graduate,144313,609243,Business,439,9.39,1,Business,1
33790,55,Female,Graduate,35010,230490,Car,767,11.9,15,Salaried,0
33791,39,Female,Graduate,168798,608448,Car,651,27.98,5,Salaried,0
33792,57,Male,Graduate,157300,888188,Business,665,14.27,3,Business,0
33793,26,Female,Graduate,51234,1005490,Car,745,9.11,3,Salaried,0
33794,34,Female,Post Graduate,138788,1142679,Business,674,26.67,7,Business,1
33795,24,Female,Under Graduate,104202,388860,Business,546,16.07,5,Salaried,0
33796,42,Female,Post Graduate,20374,403090,Personal,812,13.82,1,Salaried,0
33797,59,Female,Post Graduate,120626,714280,Personal,543,11.01,1,Salaried,0
33798,56,Male,Graduate,113985,867307,Home,381,16.5,5,Salaried,1
33799,54,Male,Under Graduate,111667,934669,Business,405,15.36,10,Salaried,0
33800,47,Female,Graduate,45499,325271,Personal,405,26.48,3,Business,0
33801,27,Female,Post Graduate,160104,609680,Home,792,12.24,3,Salaried,1
33802,23,Male,Under Graduate,50089,1193175,Personal,625,9.73,5,Self-Employed,0
33803,53,Female,Post Graduate,146952,997559,Education,363,13.53,5,Self-Employed,0
33804,22,Female,Graduate,57491,762021,Car,330,18.92,5,Salaried,0
33805,62,Female,Graduate,103971,790371,Home,777,14.56,5,Salaried,1
33806,36,Male,Graduate,165941,91292,Car,401,14.25,10,Salaried,0
33807,45,Female,Post Graduate,130406,686249,Personal,584,15.96,5,Self-Employed,1
33808,35,Male,Post Graduate,165085,277462,Business,516,25.45,1,Salaried,0
33809,44,Female,Under Graduate,87083,872942,Personal,338,21.25,1,Self-Employed,0
33810,35,Female,Graduate,22364,672241,Personal,333,18.54,5,Salaried,0
33811,51,Male,Under Graduate,165946,1109160,Personal,449,16.06,10,Salaried,0
33812,34,Male,Under Graduate,141171,167298,Personal,357,9.41,10,Salaried,0
33813,34,Female,Graduate,27821,449031,Car,362,25.69,7,Salaried,0
33814,26,Female,Graduate,24614,184940,Car,486,10.57,10,Business,0
33815,34,Female,Post Graduate,124334,228494,Personal,370,11.73,3,Salaried,0
33816,37,Male,Post Graduate,46121,107044,Car,425,17,3,Business,0
33817,38,Female,Graduate,117794,425072,Home,305,10.8,10,Business,0
33818,40,Male,Graduate,26758,1049724,Business,847,20.8,1,Salaried,0
33819,37,Female,Under Graduate,174923,694101,Car,536,17.89,5,Business,0
33820,36,Female,Graduate,141909,162897,Home,802,17.96,15,Business,1
33821,60,Female,Graduate,84960,873517,Personal,737,27.34,7,Self-Employed,0
33822,59,Female,Under Graduate,97541,349355,Home,369,21.48,10,Business,0
33823,52,Female,Post Graduate,63864,105386,Personal,333,22.64,5,Salaried,0
33824,64,Female,Post Graduate,55026,566006,Car,456,20.19,3,Salaried,1
33825,29,Female,Post Graduate,113976,1004190,Home,561,13.19,7,Salaried,0
33826,47,Male,Post Graduate,95052,1050618,Personal,364,9.26,5,Self-Employed,0
33827,53,Female,Post Graduate,145209,66677,Personal,691,19.22,3,Self-Employed,0
33828,30,Female,Under Graduate,151439,852340,Business,627,16.93,10,Business,0
33829,37,Female,Graduate,136571,438195,Personal,449,10.46,3,Salaried,0
33830,56,Female,Graduate,173985,1123182,Home,408,25.19,5,Salaried,0
33831,37,Male,Graduate,111885,541307,Business,827,17.94,3,Salaried,0
33832,38,Male,Post Graduate,43309,857693,Car,792,17.08,5,Business,0
33833,43,Female,Post Graduate,138401,74574,Home,627,16.35,7,Salaried,0
33834,54,Female,Graduate,79908,1005489,Car,413,22.76,3,Self-Employed,0
33835,28,Male,Graduate,146821,775043,Personal,796,9.04,5,Salaried,0
33836,33,Male,Graduate,88737,490794,Home,407,12.31,1,Salaried,0
33837,43,Male,Graduate,103840,921209,Personal,359,26.05,3,Salaried,1
33838,40,Female,Under Graduate,31285,1021101,Personal,586,8.8,15,Self-Employed,0
33839,42,Male,Post Graduate,95816,717142,Personal,681,20.21,7,Salaried,0
33840,43,Male,Graduate,69304,1054561,Education,324,12.83,5,Self-Employed,0
33841,61,Female,Graduate,43901,410120,Car,542,18.81,5,Self-Employed,0
33842,55,Female,Graduate,109096,484889,Personal,621,18.62,7,Self-Employed,0
33843,23,Female,Under Graduate,32220,263601,Home,825,21.13,3,Salaried,0
33844,54,Male,Post Graduate,66692,733964,Personal,605,11.44,1,Business,0
33845,53,Male,Under Graduate,160334,1076622,Education,387,20.82,5,Self-Employed,1
33846,37,Male,Under Graduate,59241,112302,Home,324,23.63,15,Self-Employed,0
33847,39,Male,Post Graduate,89326,744659,Personal,410,11.51,5,Salaried,0
33848,50,Female,Under Graduate,56866,599518,Education,835,23.79,10,Salaried,0
33849,43,Male,Under Graduate,175032,465745,Business,595,10.44,3,Self-Employed,1
33850,35,Female,Graduate,65051,312294,Home,553,13.26,3,Salaried,0
33851,34,Male,Post Graduate,163085,733746,Education,745,15.24,7,Business,0
33852,22,Male,Post Graduate,29633,1079466,Personal,817,14.23,1,Business,1
33853,59,Male,Post Graduate,120570,1124969,Education,465,22.68,3,Salaried,0
33854,38,Female,Graduate,169704,173632,Business,713,13.38,3,Self-Employed,0
33855,26,Male,Graduate,73641,680177,Car,692,23.01,5,Salaried,0
33856,52,Female,Graduate,127096,804855,Personal,531,9.14,10,Salaried,1
33857,41,Female,Graduate,60754,357827,Car,588,14.37,1,Self-Employed,0
33858,60,Female,Under Graduate,86371,155481,Education,545,26.26,1,Self-Employed,0
33859,48,Female,Post Graduate,96056,962038,Home,666,15.71,7,Salaried,0
33860,47,Male,Post Graduate,160030,569769,Car,462,17.41,5,Self-Employed,1
33861,22,Male,Post Graduate,118736,186067,Personal,397,23.06,10,Business,0
33862,53,Female,Post Graduate,44975,741537,Home,395,9.08,5,Salaried,0
33863,36,Female,Under Graduate,149894,723634,Personal,509,22.01,1,Salaried,1
33864,59,Male,Graduate,123425,700935,Education,809,9.29,1,Self-Employed,0
33865,42,Male,Under Graduate,53096,92394,Personal,526,19.05,5,Salaried,0
33866,63,Female,Graduate,106650,234500,Personal,731,20.23,5,Salaried,0
33867,33,Male,Under Graduate,46347,472254,Home,412,10.89,5,Salaried,1
33868,22,Male,Under Graduate,67486,1161564,Home,353,25.02,5,Self-Employed,0
33869,34,Male,Under Graduate,87148,785779,Business,548,19.38,7,Salaried,0
33870,58,Female,Graduate,114285,674298,Personal,337,11.1,15,Salaried,0
33871,61,Female,Graduate,50882,690605,Education,760,25.22,10,Self-Employed,1
33872,48,Female,Graduate,22004,1112818,Car,634,24.5,5,Business,0
33873,27,Female,Post Graduate,125073,857858,Car,751,21.41,5,Business,0
33874,38,Female,Post Graduate,173080,958350,Personal,610,16.11,15,Salaried,1
33875,61,Male,Graduate,104930,524988,Home,529,17.88,15,Business,0
33876,56,Male,Under Graduate,29800,1139091,Home,714,22.07,3,Salaried,0
33877,61,Male,Graduate,72270,1020380,Car,681,14.01,7,Self-Employed,0
33878,56,Female,Under Graduate,118665,718078,Home,584,19.91,5,Self-Employed,1
33879,64,Male,Graduate,67874,88533,Business,841,20.44,3,Self-Employed,0
33880,24,Female,Graduate,56958,1013217,Personal,510,12.44,15,Business,0
33881,50,Female,Post Graduate,56229,144471,Home,577,10.57,1,Self-Employed,1
33882,44,Female,Post Graduate,35289,250872,Car,796,11.3,1,Salaried,0
33883,40,Female,Graduate,30321,623652,Home,736,8.42,5,Salaried,0
33884,51,Female,Under Graduate,118297,946991,Business,740,23.02,5,Business,0
33885,44,Female,Post Graduate,172184,1000111,Business,430,24.19,3,Self-Employed,1
33886,27,Male,Under Graduate,30652,877113,Business,841,23.99,15,Salaried,0
33887,46,Female,Under Graduate,169506,159505,Car,315,26.6,1,Salaried,0
33888,33,Male,Post Graduate,106179,314314,Home,798,9.7,10,Self-Employed,0
33889,28,Female,Under Graduate,24712,460645,Home,749,26.61,5,Salaried,0
33890,25,Male,Under Graduate,29560,790569,Personal,532,18.04,3,Salaried,0
33891,64,Female,Under Graduate,126331,686838,Business,712,15.87,3,Salaried,1
33892,33,Female,Under Graduate,73413,204156,Personal,369,10.84,3,Business,0
33893,49,Male,Under Graduate,96874,298331,Education,657,17.67,5,Salaried,0
33894,40,Female,Post Graduate,108123,805432,Personal,829,21.63,1,Business,0
33895,34,Female,Graduate,75016,1078383,Home,339,9.78,10,Salaried,0
33896,52,Male,Under Graduate,42909,217409,Home,437,27.56,3,Self-Employed,1
33897,47,Male,Under Graduate,51816,481889,Personal,385,26.34,5,Salaried,1
33898,45,Female,Graduate,110772,1029657,Personal,579,25.74,1,Self-Employed,0
33899,24,Male,Graduate,172698,1050255,Personal,306,16.19,5,Salaried,0
33900,41,Male,Post Graduate,40946,220880,Business,780,25.12,7,Salaried,0
33901,38,Female,Post Graduate,158528,240324,Business,439,10.51,1,Salaried,0
33902,59,Male,Graduate,77859,1043449,Personal,653,26.22,10,Self-Employed,1
33903,35,Female,Graduate,83968,825396,Personal,484,25.09,3,Salaried,0
33904,58,Male,Under Graduate,157452,1114797,Home,480,19.74,5,Business,0
33905,44,Female,Graduate,110283,1123644,Personal,826,21.25,3,Salaried,0
33906,28,Female,Post Graduate,66464,442869,Personal,500,15.01,10,Self-Employed,0
33907,48,Female,Under Graduate,119773,277216,Education,371,26.98,5,Salaried,0
33908,41,Male,Under Graduate,165119,174861,Personal,619,9.34,3,Business,0
33909,36,Female,Graduate,57434,285035,Business,519,25.82,10,Salaried,0
33910,36,Male,Graduate,123204,704637,Car,394,13.23,5,Salaried,0
33911,55,Female,Post Graduate,66311,1102453,Education,362,24.1,5,Self-Employed,1
33912,37,Female,Under Graduate,124935,455535,Car,818,8.99,15,Salaried,0
33913,29,Female,Graduate,59869,83112,Home,533,12.89,5,Salaried,0
33914,55,Male,Graduate,111509,1120959,Home,482,11.96,5,Salaried,0
33915,49,Female,Under Graduate,159961,640984,Personal,548,27.57,10,Salaried,0
33916,59,Female,Under Graduate,152846,967987,Car,799,12.2,1,Salaried,0
33917,38,Male,Post Graduate,41750,941456,Personal,352,15.42,5,Business,0
33918,32,Female,Graduate,162475,947948,Personal,449,13.96,10,Salaried,1
33919,39,Female,Graduate,77275,751502,Personal,658,27.72,15,Self-Employed,0
33920,42,Male,Graduate,48910,929179,Personal,384,20.32,7,Salaried,0
33921,35,Male,Graduate,145933,541308,Home,704,15.19,5,Self-Employed,0
33922,21,Male,Post Graduate,108664,1065646,Education,645,26.16,5,Salaried,0
33923,22,Female,Post Graduate,23603,1094514,Personal,681,22.14,5,Self-Employed,0
33924,28,Male,Graduate,170800,715165,Home,629,22.07,5,Salaried,0
33925,42,Female,Under Graduate,111541,215940,Home,644,17.73,15,Self-Employed,0
33926,45,Female,Post Graduate,145041,120147,Home,753,17.96,10,Salaried,0
33927,22,Male,Post Graduate,49600,353098,Personal,745,22.61,5,Self-Employed,0
33928,29,Male,Under Graduate,91449,906992,Home,546,8.2,1,Salaried,0
33929,29,Female,Post Graduate,60986,772792,Home,495,16.75,7,Salaried,1
33930,33,Male,Under Graduate,40155,1165250,Business,829,27.62,10,Self-Employed,0
33931,26,Male,Graduate,144321,803401,Personal,336,21.07,10,Salaried,0
33932,50,Female,Graduate,59510,600766,Education,561,15.58,3,Salaried,0
33933,35,Male,Post Graduate,66541,365664,Education,332,11.4,7,Business,0
33934,35,Male,Post Graduate,87059,454701,Business,847,15.17,7,Salaried,0
33935,27,Male,Graduate,153436,868317,Business,538,17.6,3,Self-Employed,0
33936,31,Female,Post Graduate,76753,1170004,Education,701,20.61,10,Salaried,0
33937,60,Male,Graduate,123656,425712,Business,700,27.66,7,Salaried,0
33938,58,Male,Post Graduate,90590,481606,Personal,431,17.92,5,Business,0
33939,60,Female,Post Graduate,118239,242212,Personal,515,15.27,1,Self-Employed,0
33940,22,Female,Post Graduate,89501,1140518,Personal,758,13.08,5,Salaried,0
33941,59,Female,Post Graduate,57849,1068940,Education,515,23.32,10,Self-Employed,0
33942,30,Female,Under Graduate,21773,957294,Personal,695,17.28,5,Salaried,0
33943,64,Male,Graduate,138578,915639,Education,495,22.5,15,Salaried,0
33944,37,Female,Under Graduate,174992,306551,Home,659,13.67,10,Salaried,0
33945,27,Female,Graduate,85178,133264,Education,575,15.43,10,Business,0
33946,60,Male,Post Graduate,100648,752739,Education,817,27.11,7,Salaried,0
33947,59,Female,Post Graduate,44503,109809,Car,600,12.67,3,Self-Employed,1
33948,24,Female,Under Graduate,157178,448485,Business,380,14.37,5,Self-Employed,0
33949,55,Male,Under Graduate,78090,1033468,Car,634,18.18,7,Salaried,1
33950,56,Female,Under Graduate,160838,1150026,Personal,580,18.52,10,Business,0
33951,51,Female,Graduate,122744,109941,Business,406,9.33,10,Salaried,1
33952,45,Male,Under Graduate,72753,716814,Car,441,27.43,5,Business,0
33953,61,Male,Graduate,177747,779637,Home,647,14.05,3,Salaried,0
33954,33,Male,Graduate,56284,595224,Home,741,9.07,7,Business,1
33955,38,Male,Graduate,163069,223324,Education,664,13.1,1,Business,0
33956,41,Male,Post Graduate,72004,1070183,Education,710,15.99,5,Salaried,0
33957,21,Male,Under Graduate,102511,1025651,Education,340,12.63,3,Salaried,0
33958,56,Male,Graduate,163056,724963,Personal,735,11.1,10,Salaried,0
33959,28,Male,Graduate,44984,729466,Business,479,18.14,7,Salaried,0
33960,41,Male,Post Graduate,107320,1043728,Personal,809,23.93,3,Salaried,1
33961,63,Male,Under Graduate,94132,1033891,Home,808,22.1,5,Self-Employed,1
33962,41,Male,Post Graduate,149145,1058743,Personal,474,16.51,10,Business,0
33963,47,Male,Post Graduate,107895,536592,Home,415,10.48,3,Business,0
33964,39,Female,Post Graduate,136171,546242,Car,767,27.1,7,Business,0
33965,43,Male,Under Graduate,84176,403477,Home,418,14.73,10,Salaried,0
33966,63,Male,Under Graduate,161386,324460,Personal,461,10.06,3,Business,1
33967,55,Male,Post Graduate,110976,854366,Home,333,14.73,15,Salaried,0
33968,60,Male,Graduate,87120,385378,Home,315,21.94,7,Business,1
33969,62,Male,Under Graduate,92949,923335,Business,727,13.02,7,Salaried,0
33970,25,Female,Under Graduate,37126,580888,Home,590,11.66,5,Business,0
33971,61,Female,Graduate,163102,885048,Home,613,13.27,10,Salaried,0
33972,28,Female,Post Graduate,147631,843018,Business,329,19.03,7,Self-Employed,0
33973,31,Female,Under Graduate,160127,197039,Education,716,25.49,15,Salaried,0
33974,36,Male,Post Graduate,40366,341611,Personal,651,10.64,5,Salaried,0
33975,59,Female,Graduate,105966,105694,Home,761,10.88,7,Self-Employed,0
33976,44,Female,Post Graduate,50214,1186825,Education,347,16.57,7,Self-Employed,0
33977,41,Male,Graduate,56452,1003908,Car,639,10.51,7,Business,0
33978,43,Female,Graduate,65351,289913,Education,810,27.58,10,Self-Employed,0
33979,58,Female,Under Graduate,150885,1151723,Personal,789,25.57,3,Self-Employed,0
33980,28,Male,Post Graduate,115459,278168,Home,776,9.3,7,Self-Employed,0
33981,27,Male,Under Graduate,128646,733480,Car,847,26.14,5,Salaried,0
33982,22,Female,Under Graduate,88373,591329,Home,727,13.69,5,Self-Employed,0
33983,50,Male,Post Graduate,154500,284489,Home,599,14.46,5,Business,0
33984,33,Female,Under Graduate,108964,1118724,Education,475,14.77,3,Self-Employed,1
33985,43,Male,Graduate,153265,768547,Home,655,9.4,1,Salaried,0
33986,49,Female,Post Graduate,39722,653272,Car,610,23.57,3,Salaried,0
33987,58,Female,Post Graduate,153238,943132,Personal,780,11.65,5,Salaried,0
33988,57,Female,Post Graduate,70678,976579,Home,514,12.16,5,Salaried,0
33989,40,Male,Graduate,170874,367275,Personal,494,23.37,3,Salaried,0
33990,53,Male,Graduate,80380,1021307,Business,342,9.2,10,Self-Employed,0
33991,49,Female,Graduate,39096,211851,Car,485,14.72,10,Business,0
33992,35,Male,Post Graduate,84626,163277,Personal,740,19.22,15,Salaried,0
33993,43,Male,Under Graduate,123292,845606,Personal,797,10.32,10,Business,1
33994,62,Female,Under Graduate,64006,257244,Personal,315,16.51,10,Salaried,0
33995,23,Male,Graduate,69387,654204,Car,615,15.08,10,Salaried,0
33996,57,Male,Graduate,164961,1194833,Home,354,14.43,10,Self-Employed,0
33997,49,Female,Graduate,138022,776177,Home,371,13.41,5,Business,0
33998,28,Female,Graduate,168530,402961,Car,598,14.78,1,Self-Employed,1
33999,42,Male,Under Graduate,130942,207921,Car,556,15.84,7,Business,0
34000,49,Male,Under Graduate,98240,282659,Car,800,10.56,10,Business,0
34001,22,Male,Graduate,102925,830231,Personal,680,12.16,1,Salaried,1
34002,61,Female,Graduate,28204,251301,Education,342,26.21,10,Salaried,0
34003,21,Male,Graduate,106821,502414,Personal,387,26.89,3,Salaried,0
34004,64,Male,Graduate,55028,215748,Car,776,27.85,1,Salaried,1
34005,40,Male,Under Graduate,147245,1072186,Personal,440,17.57,10,Salaried,0
34006,41,Male,Post Graduate,78327,148730,Education,485,10.71,7,Self-Employed,1
34007,57,Male,Under Graduate,27814,257449,Education,377,21.68,10,Self-Employed,1
34008,28,Male,Post Graduate,49445,1169847,Personal,501,26.74,7,Self-Employed,0
34009,47,Female,Graduate,79303,601190,Home,815,8.62,3,Salaried,1
34010,55,Female,Graduate,95956,229087,Car,554,8.44,15,Salaried,1
34011,26,Female,Graduate,95490,542159,Personal,794,20.25,15,Self-Employed,1
34012,64,Male,Under Graduate,94744,488876,Personal,763,8.79,15,Business,0
34013,39,Male,Under Graduate,104073,216603,Home,460,15.83,10,Business,0
34014,38,Female,Under Graduate,35168,351604,Business,440,15.55,10,Salaried,0
34015,21,Female,Graduate,122886,270610,Personal,563,9.98,3,Salaried,0
34016,45,Female,Under Graduate,122789,377825,Home,747,22.92,7,Salaried,0
34017,47,Female,Graduate,53375,659338,Education,627,10.18,3,Salaried,0
34018,27,Female,Graduate,118086,762082,Personal,650,13.48,5,Salaried,1
34019,64,Male,Graduate,48794,583536,Personal,803,22.54,10,Salaried,0
34020,62,Male,Post Graduate,22836,459109,Car,629,20.36,10,Self-Employed,1
34021,49,Male,Under Graduate,165163,179434,Business,576,17.45,15,Business,0
34022,51,Male,Post Graduate,32790,805121,Home,610,8.98,10,Salaried,0
34023,64,Male,Graduate,67700,559511,Education,792,23.26,3,Salaried,0
34024,63,Female,Graduate,81292,540676,Personal,362,24.51,10,Salaried,1
34025,56,Female,Graduate,171125,506379,Car,330,10.04,1,Salaried,0
34026,39,Male,Graduate,53161,853889,Personal,375,27.72,1,Salaried,1
34027,26,Female,Graduate,45169,1198402,Car,600,14.95,3,Salaried,0
34028,45,Male,Under Graduate,112993,77730,Home,327,16.49,10,Salaried,1
34029,51,Male,Graduate,94613,738663,Personal,637,16.29,15,Salaried,0
34030,29,Female,Under Graduate,23052,1019735,Home,844,20.66,7,Salaried,1
34031,40,Male,Post Graduate,21777,163555,Car,583,19.46,15,Self-Employed,0
34032,30,Male,Graduate,108853,738888,Business,339,19.22,7,Business,0
34033,57,Male,Graduate,163701,260018,Business,631,23.63,15,Salaried,0
34034,47,Female,Under Graduate,157892,97813,Business,643,26.56,5,Salaried,1
34035,33,Female,Post Graduate,32499,97930,Education,357,24.43,15,Self-Employed,0
34036,61,Male,Graduate,85029,505470,Home,824,22.42,3,Salaried,0
34037,22,Male,Under Graduate,94084,254707,Education,383,9.01,3,Self-Employed,0
34038,41,Female,Graduate,125906,970767,Car,574,12.97,3,Salaried,0
34039,53,Female,Under Graduate,161014,660213,Car,325,10.1,3,Business,0
34040,44,Female,Graduate,95437,567491,Personal,478,25.09,5,Salaried,0
34041,64,Female,Under Graduate,23681,1098601,Personal,573,21.04,5,Self-Employed,0
34042,62,Male,Post Graduate,159800,998371,Personal,780,8.67,10,Salaried,0
34043,54,Male,Post Graduate,126646,791753,Personal,470,22.47,5,Salaried,0
34044,29,Male,Graduate,29947,57683,Home,746,14.74,15,Self-Employed,0
34045,22,Female,Graduate,134251,290595,Personal,322,18.87,10,Salaried,0
34046,50,Female,Under Graduate,63955,779047,Personal,630,19.59,10,Salaried,0
34047,42,Male,Under Graduate,123142,605736,Car,689,11.25,15,Salaried,0
34048,31,Female,Post Graduate,104482,676573,Home,625,15.98,1,Salaried,0
34049,63,Male,Graduate,67438,1068658,Personal,534,16.53,15,Salaried,0
34050,37,Female,Graduate,68382,941158,Education,758,20.3,3,Salaried,0
34051,56,Male,Post Graduate,29433,793257,Personal,399,25.79,1,Business,0
34052,33,Male,Graduate,72984,243010,Home,643,20.3,5,Salaried,0
34053,27,Male,Graduate,22899,508920,Education,790,21.67,7,Salaried,0
34054,36,Male,Post Graduate,175607,310557,Home,565,21.29,3,Salaried,0
34055,53,Female,Post Graduate,80099,740051,Home,451,9.69,5,Salaried,1
34056,21,Male,Graduate,74902,704873,Personal,416,14,3,Self-Employed,0
34057,31,Male,Graduate,136967,587451,Personal,754,16.04,1,Salaried,0
34058,26,Male,Post Graduate,92283,393547,Car,731,16.89,10,Salaried,0
34059,40,Male,Graduate,158876,941242,Education,688,24.84,5,Salaried,0
34060,55,Female,Under Graduate,147182,859043,Personal,795,18.51,3,Business,0
34061,64,Male,Graduate,87185,1106201,Business,474,24.31,5,Self-Employed,0
34062,57,Male,Graduate,148350,894284,Home,418,26.13,1,Self-Employed,0
34063,61,Female,Under Graduate,63380,319128,Business,361,21.92,1,Salaried,1
34064,46,Male,Post Graduate,115701,1038157,Home,309,10.27,7,Self-Employed,0
34065,32,Male,Graduate,100002,179005,Car,380,12.02,3,Salaried,0
34066,50,Male,Graduate,77872,786093,Personal,467,24.56,7,Salaried,0
34067,48,Male,Graduate,107516,113260,Business,313,19.28,5,Salaried,0
34068,47,Female,Post Graduate,27542,541701,Personal,309,18.32,1,Self-Employed,0
34069,62,Female,Graduate,175582,533334,Business,666,27.38,5,Salaried,1
34070,39,Female,Under Graduate,56941,349672,Home,345,15.36,7,Self-Employed,0
34071,25,Female,Post Graduate,87271,751738,Personal,649,8.82,7,Business,1
34072,25,Female,Post Graduate,130632,564309,Car,441,13.1,3,Self-Employed,1
34073,61,Female,Under Graduate,21148,338142,Business,815,13.69,1,Self-Employed,0
34074,47,Male,Post Graduate,51343,489847,Home,367,18.25,5,Business,0
34075,48,Male,Graduate,99082,1109290,Personal,548,8.14,7,Business,0
34076,46,Male,Graduate,62483,647180,Business,687,27.77,1,Self-Employed,0
34077,47,Male,Graduate,108615,467658,Home,369,9.24,15,Salaried,0
34078,62,Female,Under Graduate,111072,638052,Personal,721,12.64,5,Salaried,0
34079,41,Male,Under Graduate,97437,98889,Business,742,21.45,5,Self-Employed,1
34080,21,Male,Graduate,149097,891324,Education,685,27.55,5,Business,0
34081,48,Female,Under Graduate,85540,230319,Home,617,18.24,10,Salaried,0
34082,35,Male,Post Graduate,90455,995183,Home,720,14.84,15,Self-Employed,0
34083,37,Male,Post Graduate,104711,225371,Car,576,11.25,10,Self-Employed,0
34084,46,Female,Graduate,164584,519384,Home,425,26.07,10,Business,0
34085,40,Male,Graduate,92109,903229,Car,807,9,3,Salaried,0
34086,45,Male,Post Graduate,67262,975484,Personal,667,9.4,10,Salaried,0
34087,33,Female,Graduate,172995,346568,Personal,371,9.28,3,Business,0
34088,53,Male,Post Graduate,113441,1058423,Personal,370,17.33,5,Salaried,0
34089,45,Male,Under Graduate,147991,881237,Business,492,26.62,3,Salaried,0
34090,28,Male,Under Graduate,112820,989018,Business,814,19.12,5,Self-Employed,0
34091,25,Male,Post Graduate,74284,931727,Home,801,15.09,10,Salaried,0
34092,26,Male,Post Graduate,178994,783097,Home,849,12.77,7,Business,0
34093,43,Female,Graduate,154138,743369,Car,586,18.29,5,Self-Employed,0
34094,50,Male,Under Graduate,102946,338967,Home,627,16.83,7,Salaried,0
34095,34,Male,Under Graduate,49605,1031046,Car,414,9.87,7,Salaried,0
